title,price,location_date,size
Moradia de arquitetura moderna inserida em condominio privado. de 4...,2.500.000 €,Alcabideche - 24 de julho de 2024,"341,54 m²"
Moradia V3 geminada no centro da Arruda dos Vinhos em zona muito tr...,335.000 €,Arruda dos Vinhos - 24 de julho de 2024,"116,46 m²"
Moradia de arquitetura moderna inserida em condominio privado. de 4...,2.500.000 €,Alcabideche - 24 de julho de 2024,"329,15 m²"
"Moradia T3 com piscina na zona da Galiza, Estoril, a 5 minutos das ...",885.000 €,Cascais E Estoril - 24 de julho de 2024,"221,70 m²"
"Moradia em construção, em zona residencial calma de Cascais , perto...",4.700.000 €,Cascais E Estoril - 24 de julho de 2024,"418,35 m²"
"Moradia contemporânea T4+1 em Murches, Cascais.",1.630.000 €,Alcabideche - 24 de julho de 2024,285 m²
Moradia Contemporânea T4 em Construção em Cascais,3.495.000 €,Cascais E Estoril - 24 de julho de 2024,"222,83 m²"
"Encantador chalé dos anos 50, que se ergue como um tesouro do passa...",3.250.000 €,Cascais E Estoril - 24 de julho de 2024,325 m²
"Moradia T4+1 em banda, localizada num dos extremos, com 236 m2 de á...",1.590.000 €,Cascais E Estoril - 24 de julho de 2024,236 m²
Moradia Isolada T4+2 nas Avencas,1.490.000 €,Carcavelos E Parede - 24 de julho de 2024,208 m²
Moradia T5+1 no Estoril com Privacidade e Conforto,4.950.000 €,Cascais E Estoril - 24 de julho de 2024,559 m²
Moradia de arquitetura moderna inserida em condominio privado. de 4...,3.120.000 €,Alcabideche - 24 de julho de 2024,380 m²
"Moradia geminada de tipologia T4, totalmente remodelada, inserida n...",645.000 €,Benfica - 24 de julho de 2024,124 m²
Moradia T4 Venda Cascais,3.120.000 €,Alcabideche - 24 de julho de 2024,380 m²
Moradia T4 inserida em condomínio privado no Estoril,1.790.000 €,Cascais E Estoril - 24 de julho de 2024,"264,89 m²"
Moradia T4 Venda Cascais,1.900.000 €,Cascais E Estoril - 24 de julho de 2024,198 m²
"Moradia Térrea, com jardim e Piscina, no Centro da Parede",775.000 €,Carcavelos E Parede - 24 de julho de 2024,101 m²
Moradia T3 Venda Cascais,845.000 €,Alcabideche - 24 de julho de 2024,130 m²
Moradia T4 térrea de arquitetura contemporânea,1.350.000 €,São João Das Lampas E Terrugem - 24 de julho de 2024,141 m²
O Onyria Quinta da Marinha Residences foi concebido e desenhado por...,4.800.000 €,Cascais E Estoril - 24 de julho de 2024,311 m²
Moradia T4 remodelada em Cascais,810.000 €,Cascais E Estoril - 24 de julho de 2024,188 m²
Moradia T4 Venda Cascais,3.750.000 €,Cascais E Estoril - 24 de julho de 2024,218 m²
Moradia de arquitetura moderna inserida em condomínio privado de 4 ...,3.120.000 €,Alcabideche - 24 de julho de 2024,380 m²
Moradia T4 Venda Cascais,1.490.000 €,Cascais E Estoril - 24 de julho de 2024,186 m²
Moradia contemporânea em condomínio Privado,5.850.000 €,Alcabideche - 24 de julho de 2024,800 m²
Moradia Isolada V5+2 Luxo,3.800.000 €,Alcabideche - 24 de julho de 2024,500 m²
Espaçosa moradia Familiar T6 com Piscina em Birre,1.950.000 €,Cascais E Estoril - 24 de julho de 2024,397 m²
"Moradia nova com jardim circundante e piscina, localizada na Aldeia...",1.950.000 €,Cascais E Estoril - 24 de julho de 2024,351 m²
"Moradia na parede, t5 com garagem",580.000 €Negociável,Carcavelos E Parede - Para o topo a 23 de julho de 2024,290 m²
"Moradia T5 com Vista de Mar Deslumbrante em Baleia, C",690.000 €,Carvoeira - 24 de julho de 2024,350 m²
"Casa de Madeira, T.3 Bungalow, Pré-Fabricada",27.000 €,Algueirão-Mem Martins - Para o topo a 23 de julho de 2024,75 m²
"Moradia isolada T4 com jardim privativa, em fase de remodelação loc...",2.800.000 €,Cascais E Estoril - 24 de julho de 2024,280 m²
Moradia T4+1 Venda Sintra,3.900.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024",430 m²
Moradia T3 Venda Cascais,1.120.000 €,Cascais E Estoril - 24 de julho de 2024,180 m²
Villa T5+3 Belas Clube De Campo,2.600.000 €,Queluz E Belas - 24 de julho de 2024,383 m²
Moradia T7+2 com 1.200 m2 de área bruta de construção,7.500.000 €,Carcavelos E Parede - 24 de julho de 2024,750 m²
Moradia T4 Venda Cascais,1.800.000 €,Cascais E Estoril - 24 de julho de 2024,204 m²
Moradia T4 Venda Cascais,3.000.000 €,Cascais E Estoril - 24 de julho de 2024,219 m²
Moradia T5 Venda Oeiras,695.000 €,Carnaxide E Queijas - 24 de julho de 2024,174 m²
Moradia T4 Venda Oeiras,2.190.000 €,Barcarena - 24 de julho de 2024,362 m²
Moradia T4 de arquitetura contemporânea ainda em fase de construção...,1.310.000 €,Alcabideche - 24 de julho de 2024,170 m²
"MAFRA - QUINTA, com Moradia Arquitetura Tradicional Portuguesa- 6 D...",1.800.000 €,Mafra - 23 de julho de 2024,41.652 m²
"Moradia T4 remodelada, situada em Carcavelos",750.000 €,Carcavelos E Parede - 24 de julho de 2024,152 m²
Moradia unifamiliar com 261m2 de área bruta de construção e jardim ...,1.499.000 €,Queluz E Belas - 24 de julho de 2024,261 m²
Moradia inserida no condomínio privado L'Ensemble,1.150.000 €,Cascais E Estoril - 24 de julho de 2024,187 m²
Moradia T6 + 1 na Beloura II.,3.000.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024",428 m²
"Moradia inserida no condomínio privado L'Ensemble,",1.180.000 €,Cascais E Estoril - 24 de julho de 2024,186 m²
Moradia T5+1 Venda Cascais,4.900.000 €,Cascais E Estoril - 24 de julho de 2024,420 m²
Moradia T5 Venda Cascais,15.000.000 €,Cascais E Estoril - 24 de julho de 2024,495 m²
"Moradia T6 em Birre, Cascais",3.700.000 €,Cascais E Estoril - 24 de julho de 2024,515 m²
"Moradia com um longo Jardim, piscina e total privacidade.",1.920.000 €,Milharado - 24 de julho de 2024,212 m²
Moradia T4 Venda Cascais,995.000 €,Alcabideche - 24 de julho de 2024,330 m²
Excelente Moradia Isolada T4+2 na Quinta da Beloura,1.200.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024",232 m²
"Moradia única no centro da cidade de Lisboa, junto a comércio e tra...",2.300.000 €,Arroios - 24 de julho de 2024,360 m²
Moradia T4 contemporânea inserida em condomínio privado em primeira...,2.150.000 €,"Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 24 de julho de 2024",252 m²
Moradia T4+1 Venda Cascais,2.475.000 €,Alcabideche - 24 de julho de 2024,318 m²
Moradia V3 em Vila Facaia próxima à Capela do Espírito Santo em Ram...,315.000 €,Ramalhal - 24 de julho de 2024,380 m²
Moradia contemporânea no Monte Estoril: T3 com vistas espectaculares,1.690.000 €,Alcabideche - 24 de julho de 2024,199 m²
Moradia T6 Venda Cascais,4.500.000 €,Cascais E Estoril - 24 de julho de 2024,348 m²
Moradia T4 no Banzão-Colares,1.240.000 €,Colares - 24 de julho de 2024,259 m²
Moradia Monte do Estoril,2.300.000 €,Cascais E Estoril - 24 de julho de 2024,235 m²
"Moradia em Birre para renovação, inserida num lote com 1683m2, numa...",1.700.000 €,Cascais E Estoril - 24 de julho de 2024,275 m²
Moradia T6 Venda Lisboa,2.450.000 €,Estrela - 24 de julho de 2024,290 m²
Casas Moradia para Venda em Sobral de Monte Agraço,58.000 €,Sapataria - 24 de julho de 2024,65 m²
Moradia T3+1 Venda Oeiras,545.000 €,"Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 24 de julho de 2024",130 m²
Moradia T4 Venda Lisboa,2.850.000 €,Misericórdia - 24 de julho de 2024,249 m²
Moradia T4+1 em Cascais com jardim e piscina privativos.,1.650.000 €,Alcabideche - 24 de julho de 2024,347 m²
"Moradia T4+2 com piscina, inserida em condomínio fechado da Penha L...",1.750.000 €,Alcabideche - 24 de julho de 2024,269 m²
Moradia Abóboda com garagem,575.000 €,São Domingos de Rana - 24 de julho de 2024,162 m²
Moradia T3+1 Venda Sintra,1.650.000 €,Queluz E Belas - 24 de julho de 2024,239 m²
Moradia T4 Venda Cascais,1.749.000 €,Cascais E Estoril - 24 de julho de 2024,210 m²
Deslumbrante moradia T4 no condomínio Belas Clube de Campo,1.150.000 €,Queluz E Belas - 24 de julho de 2024,281 m²
"Casa de Madeira, T.3 Bungalow, Pré-Fabricada",27.000 €,Algueirão-Mem Martins - Para o topo a 23 de julho de 2024,75 m²
"Moradia na parede, t5 com garagem",580.000 €Negociável,Carcavelos E Parede - Para o topo a 23 de julho de 2024,290 m²
"Moradia T5 com Vista de Mar Deslumbrante em Baleia, C",690.000 €,Carvoeira - 24 de julho de 2024,350 m²
Moradia T5+3 Venda Cascais,5.950.000 €,Cascais E Estoril - 24 de julho de 2024,483 m²
"Moradia T4 isolada de três pisos, inserida em lote de terreno de 88...",595.000 €,Barcarena - 24 de julho de 2024,363 m²
Boutique Villas: Onde o azul do mar encontra o verde da vida,4.250.000 €,Cascais E Estoril - 24 de julho de 2024,322 m²
"2 Moradias para Venda em Conjunto na Ajuda, Lisboa",595.500 €,Ajuda - 24 de julho de 2024,"151,80 m²"
Moradia T3+1 Venda Oeiras,2.490.000 €,"Algés, Linda-A-Velha E Cruz Quebrada-Dafundo - 24 de julho de 2024",379 m²
Moradia T4 Venda Cascais,1.990.000 €,Alcabideche - 24 de julho de 2024,192 m²
"Moradia T3 para Venda em São Domingos de Rana, Cascais",775.000 €,Carcavelos E Parede - 24 de julho de 2024,294 m²
Moradia no centro de Santo Amaro de Oeiras,1.120.000 €,"Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 24 de julho de 2024",210 m²
Moradia T3 Venda Cascais,1.390.000 €,Cascais E Estoril - 24 de julho de 2024,173 m²
"Moradia T4 NOVA para Venda em Barcarena, Oeiras",660.000 €,Barcarena - 24 de julho de 2024,140 m²
"MAFRA - QUINTA, com Moradia Arquitetura Tradicional Portuguesa- 6 D...",1.800.000 €,Mafra - 23 de julho de 2024,41.652 m²
Moradia T3 Venda Cascais,1.490.000 €,Cascais E Estoril - 24 de julho de 2024,173 m²
Moradia Isolada T3+1 contemporânea em Birre,2.950.000 €,Cascais E Estoril - 24 de julho de 2024,279 m²
"Moradia T2 NOVA no Murtal, Cascais",435.000 €,São Domingos de Rana - 24 de julho de 2024,90 m²
"Moradia T2, totalmente remodelada, na exclusiva zona da Quinta da M...",1.850.000 €,Cascais E Estoril - 24 de julho de 2024,180 m²
Moradia T3 Venda Cascais,760.000 €,Carcavelos E Parede - 24 de julho de 2024,283 m²
Moradia T6+1 Venda Oeiras,1.950.000 €,"Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 24 de julho de 2024",481 m²
Moradia T4 em Condomínio Privado na Quinta da Bicuda,2.250.000 €,Cascais E Estoril - 24 de julho de 2024,239 m²
"Moradia T6 para Venda em Albarraque, Sintra",600.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024",388 m²
Moradia T4 Venda Sintra,1.195.000 €,Queluz E Belas - 24 de julho de 2024,254 m²
"Moradia T5 em construção, arquitetura contemporânea, centro de Cascais",3.900.000 €,Cascais E Estoril - 24 de julho de 2024,"329,39 m²"
Moradia T3 Venda Cascais,1.200.000 €,Cascais E Estoril - 24 de julho de 2024,182 m²
Moradia T4 para Venda em Algueirão Mem-Martins,250.000 €,Algueirão-Mem Martins - 24 de julho de 2024,126 m²
Moradia T7 Venda Cascais,2.200.000 €,Carcavelos E Parede - 24 de julho de 2024,408 m²
Moradia T4+1 Venda Cascais,680.000 €,Alcabideche - 24 de julho de 2024,144 m²
Moradia na Prestigiada Zona da Gandarinha,6.500.000 €,Cascais E Estoril - 24 de julho de 2024,2.753 m²
Moradia T4+1 Venda Cascais,2.790.000 €,Cascais E Estoril - 24 de julho de 2024,445 m²
"Conjunto de 2 moradias geminadas, inacabadas de tipologia T4, no Za...",800.000 €,Alcabideche - 24 de julho de 2024,"422,68 m²"
"Moradia T4 Isolada, com Jardim, Piscina, junto ao Golfe.",2.250.000 €,Queluz E Belas - 24 de julho de 2024,578 m²
Moradia Isolada T5 Venda Sintra,2.100.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024",1.260 m²
Moradia T6 Venda Oeiras,3.500.000 €,"Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 24 de julho de 2024",449 m²
Moradia T4 completamente remodelada em Porto Salvo,1.250.000 €,Porto Salvo - 24 de julho de 2024,295 m²
"Moradia T5+1 em Birre, Cascais",2.490.000 €,Cascais E Estoril - 24 de julho de 2024,230 m²
Excelente moradia germinada á venda na Rua Prof. Dr. Joaquim Fontes...,370.000 €,Algueirão-Mem Martins - 24 de julho de 2024,200 m²
"**Com Rendimento **Moradia T3, a 10min a pé do Parque das Nações",598.000 €,Olivais - 24 de julho de 2024,126 m²
"**Com Rendimento** Moradia T4 com terraço, totalmente remodelada a ...",598.000 €,Olivais - 24 de julho de 2024,84 m²
Moradia T3 Venda Cascais,2.500.000 €,Alcabideche - 24 de julho de 2024,"289,85 m²"
"Magnífica Moradia T5 Remodelada no Bairro do Rosário, Cascais",2.800.000 €,Cascais E Estoril - 24 de julho de 2024,677 m²
Moradia T3+1 com jardim e piscina em Oeiras,2.150.000 €,"Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 24 de julho de 2024",151 m²
"Empreendimento Gago Coutinho , apartamento tipologia T3 triplex nov...",750.000 €,Póvoa De Santo Adrião E Olival Basto - 24 de julho de 2024,"193,54 m²"
Moradia T3 Venda Cascais,1.750.000 €,Cascais E Estoril - 24 de julho de 2024,308 m²
"Moradia T5 com Vista de Mar Deslumbrante em Baleia, C",690.000 €,Carvoeira - 24 de julho de 2024,350 m²
"MAFRA - QUINTA, com Moradia Arquitetura Tradicional Portuguesa- 6 D...",1.800.000 €,Mafra - 23 de julho de 2024,41.652 m²
"Casa de Madeira, T.3 Bungalow, Pré-Fabricada",27.000 €,Algueirão-Mem Martins - Para o topo a 23 de julho de 2024,75 m²
"Para Venda, Moradia Isolada T4 na Quinta das Patinhas, Cascais",1.290.000 €,Cascais E Estoril - 24 de julho de 2024,325 m²
Moradia térrea T4 no Cadaval,380.000 €,Cadaval E Pêro Moniz - 24 de julho de 2024,199 m²
"Moradia isolada T4+1, localizada na Vila Utopia.",2.680.000 €,Carnaxide E Queijas - 24 de julho de 2024,450 m²
Moradia T4+1 Venda Cascais,4.220.000 €,Cascais E Estoril - 24 de julho de 2024,322 m²
Moradia T5+1 Venda Cascais,2.200.000 €,Cascais E Estoril - 24 de julho de 2024,386 m²
Moradia Familiar de 5 quartos em Birre,1.850.000 €,Cascais E Estoril - 24 de julho de 2024,220 m²
Moradia T3+1 Contemporânea com Design Diferenciado e Piscina em Bob...,839.000 €,"Santa Iria De Azoia, São João Da Talha E Bobadela - 24 de julho de 2024",188 m²
"Moradia T4, em Casal Novo com garagem",630.000 €,Pontinha E Famões - 24 de julho de 2024,"204,96 m²"
Moradia Isolada T5 Venda Sintra,2.600.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024",278 m²
Moradia T5+2 remodelada em Birre,2.375.000 €,Cascais E Estoril - 24 de julho de 2024,314 m²
"Moradia na parede, t5 com garagem",580.000 €Negociável,Carcavelos E Parede - Para o topo a 23 de julho de 2024,290 m²
"Moradia familiar T4+1 em zona tranquila em Bicesse, região de Cascais",2.650.000 €,Alcabideche - 24 de julho de 2024,463 m²
Excelente Propriedade em Aveiras de Cima (Centro),485.000 €,Aveiras de Cima - 24 de julho de 2024,472 m²
Moradia com Piscina no Rooftop,1.495.000 €,Arroios - 24 de julho de 2024,2.136 m²
Moradia T4+1 Venda Sintra,2.200.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024",332 m²
Moradia T2 em Cascais,820.000 €,Cascais E Estoril - 24 de julho de 2024,140 m²
Casa tradicional perto do Bombarral,262.500 €,Reguengo Grande - 24 de julho de 2024,132 m²
Moradia Isolada T5 com piscina privada,550.000 €,São Bartolomeu Dos Galegos E Moledo - 24 de julho de 2024,"147,03 m²"
Casa de Madeira,239.000 €,Cadaval E Pêro Moniz - 24 de julho de 2024,108 m²
Moradia T4+1 com Vista para o Golfe na Prestigiada Quinta da Marinha,3.980.000 €,Cascais E Estoril - 24 de julho de 2024,240 m²
Moradia T5 Venda Cascais,1.700.000 €,Cascais E Estoril - 24 de julho de 2024,450 m²
Fantástica Moradia T3 com piscina,450.000 €,Lamas E Cercal - 24 de julho de 2024,238 m²
Moradia T3 com jardim e garagem fechada em condomínio privado,795.000 €,Carnaxide E Queijas - 24 de julho de 2024,109 m²
Moradia T3+1 Venda Cascais,1.100.000 €,Alcabideche - 24 de julho de 2024,257 m²
Moradia Isolada T5 Venda Cascais,895.000 €,São Domingos de Rana - 24 de julho de 2024,"219,84 m²"
"Moradia Isolada T4, para venda, em Condomínio Privado na Parede, Ca...",2.800.000 €,Carcavelos E Parede - 24 de julho de 2024,"443,87 m²"
Moradia geminada em Condomínio Privado: Casas de Almosquia.,1.285.000 €,Cascais E Estoril - 24 de julho de 2024,168 m²
"Moradia T4 totalmente reconstruída, como nova, localizada em rua tr...",3.950.000 €,Cascais E Estoril - 24 de julho de 2024,249 m²
Moradia T3 Venda Cascais,2.850.000 €,Cascais E Estoril - 24 de julho de 2024,218 m²
Encantadora Moradia com dois hectares na Várzea de Sintra,1.750.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024",204 m²
Moradia T4 Contemporânea em Oeiras,1.580.000 €,Barcarena - 24 de julho de 2024,310 m²
"Encantadora moradia no coração de Paço de Arcos, com 8 Divisões, co...",1.800.000 €,"Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 24 de julho de 2024",320 m²
Moradia T4+1 Venda Cascais,2.950.000 €,Cascais E Estoril - 24 de julho de 2024,"271,95 m²"
Moradia T4+1 Venda Cascais,3.050.000 €,Cascais E Estoril - 24 de julho de 2024,"265,89 m²"
Moradia T4 Venda Cascais,2.550.000 €,Cascais E Estoril - 24 de julho de 2024,"239,90 m²"
Moradia T4+1 Venda Cascais,2.917.000 €,Cascais E Estoril - 24 de julho de 2024,318 m²
Moradia T4+1 Venda Cascais,2.917.000 €,Cascais E Estoril - 24 de julho de 2024,318 m²
Moradia T4+1 Venda Cascais,2.785.000 €,Cascais E Estoril - 24 de julho de 2024,"270,30 m²"
Moradia T3+1 Venda Cascais,2.450.000 €,Cascais E Estoril - 24 de julho de 2024,"251,65 m²"
Moradia Isolada T3 Venda Sintra,1.375.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024","349,50 m²"
Moradia T3+1 Venda Cascais,2.759.000 €,Cascais E Estoril - 24 de julho de 2024,270 m²
"Casa de Madeira, T.3 Bungalow, Pré-Fabricada",27.000 €,Algueirão-Mem Martins - Para o topo a 23 de julho de 2024,75 m²
"Moradia T5 com Vista de Mar Deslumbrante em Baleia, C",690.000 €,Carvoeira - 24 de julho de 2024,350 m²
"Moradia na parede, t5 com garagem",580.000 €Negociável,Carcavelos E Parede - Para o topo a 23 de julho de 2024,290 m²
Viver o Sonho em Alenquer: Propriedade Exclusiva T8+ 2 com o Melhor...,799.000 €,Alenquer (Santo Estêvão E Triana) - 24 de julho de 2024,"559,04 m²"
Moradia T5+1 Venda Cascais,3.817.000 €,Cascais E Estoril - 24 de julho de 2024,483 m²
Moradia T4+1 Venda Cascais,2.797.000 €,Cascais E Estoril - 24 de julho de 2024,282 m²
Moradia T4+1 Venda Cascais,2.705.000 €,Cascais E Estoril - 24 de julho de 2024,253 m²
Moradia T4+1 Venda Cascais,3.081.000 €,Cascais E Estoril - 24 de julho de 2024,370 m²
Moradia T3+1 Venda Cascais,2.795.000 €,Cascais E Estoril - 24 de julho de 2024,281 m²
Moradia Isolada T5+2 Venda Cascais,850.000 €,Alcabideche - 24 de julho de 2024,390 m²
Moradia Isolada T4 Venda Cascais,1.350.000 €,Carcavelos E Parede - 24 de julho de 2024,155 m²
Moradia T4+1 Venda Cascais,1.380.000 €,Alcabideche - 24 de julho de 2024,252 m²
Moradia T4 Venda Cascais,2.800.000 €,Cascais E Estoril - 24 de julho de 2024,220 m²
"MAFRA - QUINTA, com Moradia Arquitetura Tradicional Portuguesa- 6 D...",1.800.000 €,Mafra - 23 de julho de 2024,41.652 m²
Quintinha em Sintra,1.259.000 €,São João Das Lampas E Terrugem - 24 de julho de 2024,253 m²
"Moradia com vista mar na Parede, Cascais",1.990.000 €,São Domingos de Rana - 24 de julho de 2024,"335,35 m²"
Viva o Luxo e o Conforto: Moradia T3+1 com Piscina em Vialonga!,599.000 €,Vialonga - 24 de julho de 2024,"122,57 m²"
"Moradia T4 isolada, com piscina, com vista deslumbrante, em Loures.",799.000 €,Loures - 24 de julho de 2024,315 m²
"Moradia nova T3, com piscina, situada em Vialonga.",599.000 €,Vialonga - 24 de julho de 2024,227 m²
"Moradia T3+1 com jardim, situada em Casal de Cambra.",625.000 €,Casal de Cambra - 24 de julho de 2024,170 m²
Moradia T3 para venda,795.000 €,"Oeiras E São Julião Da Barra, Paço De Arcos E Caxias - 24 de julho de 2024","165,64 m²"
Moradia T6 para venda,397.500 €,Alenquer (Santo Estêvão E Triana) - 24 de julho de 2024,160 m²
Moradia T3 para venda,330.000 €,Agualva E Mira-Sintra - 24 de julho de 2024,126 m²
Moradia T6 para venda,379.000 €,Moita dos Ferreiros - 24 de julho de 2024,"290,25 m²"
Moradia T2 Lamas,125.000 €,Santa Maria Maior - 24 de julho de 2024,168 m²
Moradia T4 para venda,700.000 €,São Bartolomeu Dos Galegos E Moledo - 24 de julho de 2024,354 m²
Moradia T3 para venda,850.000 €,"Santa Iria De Azoia, São João Da Talha E Bobadela - 24 de julho de 2024",167 m²
Moradia T4 para venda,750.000 €,Póvoa De Santa Iria E Forte Da Casa - 24 de julho de 2024,216 m²
Moradia T3 para venda,535.000 €,Carvoeira - 24 de julho de 2024,126 m²
Moradia T2 para venda,157.500 €,"Manique Do Intendente, Vila Nova De São Pedro E Maçussa - 24 de julho de 2024","96,30 m²"
"Magnífica moradia T3, de quatro pisos, à venda em Famões, Odivelas.",695.000 €,Pontinha E Famões - 24 de julho de 2024,170 m²
"Exclusivo Predipereira!
Moradia T5 Isolada, com garagem para três ...",795.000 €,Pontinha E Famões - 24 de julho de 2024,234 m²
"Moradia isolada T5 em Casal Mourão, Mafra",450.000 €,Mafra - 24 de julho de 2024,157 m²
"Moradia na Ericeira, com deslumbrante vista de mar.",650.000 €,Ericeira - 24 de julho de 2024,137 m²
Moradia T3 inserida num lote de 525m2,475.000 €Negociável,Vila Franca de Xira - 24 de julho de 2024,220 m²
Fantástica Moradia T5 no concelho de Sintra.,547.000 €,Rio de Mouro - 24 de julho de 2024,320 m²
Moradia T4+1 c/ piscina | Cascais,1.595.000 €,Alcabideche - 24 de julho de 2024,"307,28 m²"
"Moradia T3, Com Logradouro E Garagem Em Sintra (Algueirão)",330.000 €,Algueirão-Mem Martins - 24 de julho de 2024,81 m²
Moradia Independente T5 em Cascais - Alcabideche,685.000 €,Alcabideche - 24 de julho de 2024,156 m²
Moradia T6 ou Superior Ajuda,595.500 €,Ajuda - 24 de julho de 2024,45 m²
Moradia T4 | Estoril Woods,2.400.000 €,Cascais E Estoril - 24 de julho de 2024,315 m²
"Moradia T3,Murches Alcabideche",1.590.000 €,Alcabideche - 24 de julho de 2024,155 m²
Moradia 6 Assoalhadas Piscina/Jardim S. Domingos de Rana em lote 790m2,1.370.000 €,São Domingos de Rana - 24 de julho de 2024,280 m²
"Moradia T3,Murches Alcabideche",1.670.000 €,Alcabideche - 24 de julho de 2024,170 m²
"MAFRA - QUINTA, com Moradia Arquitetura Tradicional Portuguesa- 6 D...",1.800.000 €,Mafra - 23 de julho de 2024,41.652 m²
"Moradia na parede, t5 com garagem",580.000 €Negociável,Carcavelos E Parede - Para o topo a 23 de julho de 2024,290 m²
"Moradia T5 com Vista de Mar Deslumbrante em Baleia, C",690.000 €,Carvoeira - 24 de julho de 2024,350 m²
Moradia T3 em Albarraque com possibilidade de passar a uma espaçosa Mo,470.000 €,"Sintra (Santa Maria E São Miguel, São Martinho E São Pedro De Penaferrim) - 24 de julho de 2024",252 m²
"Moradia T4 Remodelada, Terraço, Bairro da Chasa, Alverca do Ribatejo",320.000 €,Alverca Do Ribatejo E Sobralinho - 24 de julho de 2024,195.000 m²
"Moradia T2 Renovada Terraço, A-dos-Melros, Alverca",229.000 €,Alverca Do Ribatejo E Sobralinho - 24 de julho de 2024,80 m²
Venda De  Moradia De Luxo Em Cascais|,1.750.000 €,Cascais E Estoril - 24 de julho de 2024,180 m²
"Moradia isolada de luxo T6, com jardim e piscina, junto à Quinta da Ma",7.500.000 €,Cascais E Estoril - 24 de julho de 2024,760 m²
Vende-se Moradia T4 no centro de Mem Martins,510.000 €,Algueirão-Mem Martins - 24 de julho de 2024,"212,25 m²"
"Casa T4 em Algueirão-Mem Martins de 190,00 m2",490.000 €,Algueirão-Mem Martins - 24 de julho de 2024,190 m²
"Quinta com moradia Clássica - T6, com anexo habitacional",1.350.000 €,"Almargem Do Bispo, Pêro Pinheiro E Montelavar - 24 de julho de 2024",3.479 m²
"Moradia T3+1, São Domingos de Rana, Cascais",850.000 €,São Domingos de Rana - 24 de julho de 2024,156 m²
