title,price,location_date,size
Ruina em Xisto com 72m2 e Terreno em Pai das Donas- Arganil.,21.500 €,Benfeita - Hoje às 08:47,72 m²
"Moradia T4 , antigo Solar em Granito em Anseriz / Arganil.",197.000 €,Vila Cova De Alva E Anseriz - Hoje às 08:47,559 m²
"Moradia T3 em Sarnadela, Arganil",47.500 €,Pombeiro da Beira - Hoje às 08:46,103 m²
Moradia T4 mais Logradouro com 3 anexos em Mouronho,199.000 €,Tábua - Hoje às 08:46,164 m²
Moradia T3 em Vendinha Vila Nova de Poiares - Coimbra,200.000 €,Poiares (Santo André) - Hoje às 08:46,72 m²
Moradia com Garagem e Quarto no Rés do Chão,179.000 €,Ourentã - Hoje às 08:46,159 m²
"Moradia T5 com garagem á parte p/ 6 carros, junto à praia fluvial d...",47.000 €,Vila Nova do Ceira - Hoje às 08:46,180 m²
Moradia T5 para venda,299.000 €,São Martinho Do Bispo E Ribeira De Frades - Hoje às 08:07,96 m²
"Moradia moderna T4 com terraço, jardim,garagem e terreno plano numa lo",399.000 €,Poiares (Santo André) - Hoje às 07:50,283 m²
"Moradia Isolada T5 Venda em Buarcos e São Julião,Figueira da Foz",390.000 €,Buarcos - Hoje às 06:31,300 m²
Moradia T1,50.000 €,Candosa - Hoje às 06:00,84 m²
Casa em granito com pátio e jardim nos arredores da aldeia.,63.000 €Negociável,Ervedal E Vila Franca Da Beira - Para o topo Hoje às 10:30,200 m²
"Moradia M4 +G dupla, anexo, arrumações. Pequeno quintal",88.000 €,Santa Clara E Castelo Viegas - Hoje às 17:34,130 m²
"Moradia bi familiar com dois T2 em Vila Nova de Anços, Soure",144.000 €,Vila Nova de Anços - Hoje às 05:31,200 m²
Moradia T2 Charmosa com Terraço e Alpendre em Cortes de Semide,56.500 €,Semide E Rio Vide - Hoje às 04:35,55 m²
Moradia T2 para venda,80.000 €,Cumeeira - Hoje às 02:31,57 m²
Moradia com terreno,85.000 €,Ega - Hoje às 01:40,120 m²
Moradia de Luxo Isolada M5 com Piscina | Coimbra,460.000 €,São Martinho Do Bispo E Ribeira De Frades - Hoje às 00:31,292 m²
Moradia T2| Outeiro de Bera |Almalaguês,26.000 €,Almalaguês - Hoje às 00:10,71 m²
Quinta com Casa estilo colonial em Vila Nova de Poiares,900.000 €,Poiares (Santo André) - 23 de julho de 2024,11.453 m²
Moradia T2|Para Recuperar|S. Martinho do Bispo|Coimbra|Terreno 227m2,55.000 €,São Martinho Do Bispo E Ribeira De Frades - 23 de julho de 2024,108 m²
Moradia em recuperação,56.000 €,Alqueidão - 23 de julho de 2024,80 m²
Moradia T2 em Mouronho c/ terreno,158.000 €,Mouronho - 23 de julho de 2024,300 m²
Vendo moradia com quartos para investimento,425.000 €Negociável,Santa Clara E Castelo Viegas - 23 de julho de 2024,150 m²
Moradia Isolada M4 com garagem em zona da Granja do Ulmeiro,400.000 €,Tapéus - 23 de julho de 2024,176 m²
Moradias para recuperar | São Facundo - Coimbra,274.500 €,Antuzede E Vil De Matos - 23 de julho de 2024,110 m²
Moradias para recuperar com terreno,119.500 €,Antuzede E Vil De Matos - 23 de julho de 2024,40 m²
"Moradia Isolada para recuperar com Terreno, Poço e anexos",44.000 €,Alhadas - 23 de julho de 2024,45 m²
Moradia p/ Recuperar | Tranquilidade| Vista Campo,150.000 €,Lavos - 23 de julho de 2024,109 m²
Moradia T6+3 Próxima da Rua do Brasil,630.000 €,Santo António dos Olivais - 23 de julho de 2024,252 m²
Moradia T1 para remodelação. PROJETO APROVADO!,40.000 €,"Abrunheira, Verride E Vila Nova Da Barca - 23 de julho de 2024",50 m²
Moradia para reconstrução com terreno (V867MS),150.000 €,Ceira - 23 de julho de 2024,202 m²
Moradia T4,285.000 €,Tavarede - 23 de julho de 2024,"137,67 m²"
Moradia T2 - Vale de Colmeias - Semide,47.500 €,Semide E Rio Vide - 23 de julho de 2024,70 m²
"Moradia T5 com piscina, no Alto de Buarcos!",890.000 €,Buarcos - 23 de julho de 2024,423 m²
"Moradia T1, em Tavarede!",129.500 €,Tavarede - 23 de julho de 2024,44 m²
Moradia familiar em zona  muito requintada,234.500 €,São Miguel de Poiares - 23 de julho de 2024,124 m²
"Moradia T5 Venda em Quiaios,Figueira da Foz",140.000 €,Quiaios - 23 de julho de 2024,267 m²
"Moradia T5 Venda em Quiaios,Figueira da Foz",342.000 €,Quiaios - 23 de julho de 2024,267 m²
Moradia T4 para venda,87.500 €,Alvares - 23 de julho de 2024,"97,38 m²"
Moradia de Luxo,580.000 €,Buarcos - 23 de julho de 2024,"158,25 m²"
"Moradia T3 +1 com varanda, jardim, garagem e vistas boas numa aldeia s",129.000 €,Poiares (Santo André) - 23 de julho de 2024,148 m²
Moradia T4 para venda,200.000 €,Arazede - 23 de julho de 2024,150 m²
Moradia T2+1| Recuperar |Senhor da Serra |Miranda do Corvo,29.900 €,Ceira - 23 de julho de 2024,264 m²
Moradia T2 para venda,99.000 €,Figueiró do Campo - 23 de julho de 2024,28 m²
"Moradia de 2 pisos junto a Cernache, a 10 minutos de Coimbra.",84.000 €,Cernache - 23 de julho de 2024,98 m²
Moradia T3 -Cerdeira/Góis,60.000 €,Vila Nova do Ceira - 23 de julho de 2024,150 m²
Moradia Isolada T3 P/RESTAURAR,37.500 €,Poiares (Santo André) - 23 de julho de 2024,222 m²
Moradia p/ Restaurar T3 VNPoiares,49.900 €,São Miguel de Poiares - 23 de julho de 2024,40 m²
Moradia T6-Cruz Chão Bispo/Coimbra,350.000 €,Santo António dos Olivais - 23 de julho de 2024,195 m²
Moradia para Restaurar (Poiares),16.500 €,Lousã E Vilarinho - 23 de julho de 2024,"183,62 m²"
Moradia T4 DUPLEX - V.N. Poiares,275.000 €,Poiares (Santo André) - 23 de julho de 2024,"286,59 m²"
Moradia para Restaurar - Lamas,50.000 €,Lamas - 23 de julho de 2024,"69,40 m²"
"Moradia M4 +G dupla, anexo, arrumações. Pequeno quintal",88.000 €,Santa Clara E Castelo Viegas - Hoje às 17:34,130 m²
Casa em granito com pátio e jardim nos arredores da aldeia.,63.000 €Negociável,Ervedal E Vila Franca Da Beira - Para o topo Hoje às 10:30,200 m²
Moradia T3 - Restaurar,35.000 €,Lousã E Vilarinho - 23 de julho de 2024,64 m²
Moradia em Xisto - Lousã/ Talasnal,85.000 €,Lousã E Vilarinho - 23 de julho de 2024,120 m²
"Moradia T3 c/ terreno, Coimbra",250.000 €,Almalaguês - 23 de julho de 2024,165 m²
Moradia para Restaurar T1+2,20.000 €,Lousã E Vilarinho - 23 de julho de 2024,60 m²
Moradia para restaurar,24.900 €,Vila Nova do Ceira - 23 de julho de 2024,150 m²
Moradia T3 -Vale de Nogueira/Lousã,35.800 €,Lousã E Vilarinho - 23 de julho de 2024,85 m²
Moradia Rústica T2 VN Poiares,36.500 €,Poiares (Santo André) - 23 de julho de 2024,"62,55 m²"
Moradia Rústica - Casal da Azenha,73.000 €,Podentes - 23 de julho de 2024,60 m²
Moradia para Restaurar T3 Lousã,30.000 €,Lousã E Vilarinho - 23 de julho de 2024,60 m²
Moradia T3 - Góis / Outeiro,47.500 €,Góis - 23 de julho de 2024,123 m²
Moradia T3 - Casais / Vilarinho,49.900 €,Lousã E Vilarinho - 23 de julho de 2024,88 m²
Moradia para Restaurar T2VNPOIARES,32.000 €,Poiares (Santo André) - 23 de julho de 2024,"78,70 m²"
Moradia T3-MIranda do Corvo,120.000 €,Miranda do Corvo - 23 de julho de 2024,"104,90 m²"
Moradia T3 - Carvoeira / Penacova,50.000 €,Penacova - 23 de julho de 2024,150 m²
Moradia Isolada T3+1 Coimbra,430.000 €,Antuzede E Vil De Matos - 23 de julho de 2024,"142,50 m²"
Moradia Isolada T3+1 Coimbra,430.000 €,Antuzede E Vil De Matos - 23 de julho de 2024,"142,50 m²"
Moradia p/ Restaurar T4+1VNPOIARES,47.500 €,Arrifana - 23 de julho de 2024,"81,52 m²"
"Moradia Geminada T3+1, Lavos",170.000 €,Lavos - 23 de julho de 2024,175 m²
Moradia T4 Palheira,290.000 €,Almalaguês - 23 de julho de 2024,220 m²
Quintinha - Foz de Arouce /Lousã,72.000 €,Foz De Arouce E Casal De Ermio - 23 de julho de 2024,550 m²
Quintinha -AL V.N.Poiares,54.000 €,São Miguel de Poiares - 23 de julho de 2024,130 m²
"Moradia T3 em Canas, para restauro",31.500 €,Semide E Rio Vide - 23 de julho de 2024,90 m²
Moradia T3 Vila Nova de Poiares,20.000 €,Arrifana - 23 de julho de 2024,150 m²
Moradia T3 - Carvoeira / Penacova,109.900 €,Penacova - 23 de julho de 2024,116 m²
"Moradia em Banda T3,Condeixa",168.000 €,Condeixa-A-Velha E Condeixa-A-Nova - 23 de julho de 2024,97 m²
Moradia T3 - Travasso/Penacova,54.000 €,Arrifana - 23 de julho de 2024,100 m²
Moradia p/restaurar-4Águas/Serpins,39.000 €,Serpins - 23 de julho de 2024,100 m²
Moradia T1 Coimbra,85.000 €,Eiras E São Paulo De Frades - 23 de julho de 2024,36 m²
Moradia T5 - Serpins/Lousã,140.000 €,Serpins - 23 de julho de 2024,118 m²
Moradia T3 /  Vale -Lousã,79.000 €,Lousã E Vilarinho - 23 de julho de 2024,100 m²
Moradia Rústica T3,92.500 €,São Pedro De Alva E São Paio De Mondego - 23 de julho de 2024,"240,15 m²"
"Moradia para Restaurar, Espinhal",24.900 €,Espinhal - 23 de julho de 2024,65 m²
Moradia Isolada T3,175.000 €,Poiares (Santo André) - 23 de julho de 2024,"106,43 m²"
Moradia Isolada T4,87.000 €,Almalaguês - 23 de julho de 2024,90 m²
"Moradia Isolada T4, Buarcos",380.000 €,Buarcos - 23 de julho de 2024,215 m²
Moradia para Restaurar T3,105.000 €,Febres - 23 de julho de 2024,"130,30 m²"
"Moradia IsoladaT4, Semide, Coimbra",371.500 €,Semide E Rio Vide - 23 de julho de 2024,220 m²
"Moradia para recuperar, Ega",38.500 €,Ega - 23 de julho de 2024,95 m²
"Moradia T7, Dias da Silva, Coimbra",495.000 €,Santo António dos Olivais - 23 de julho de 2024,242 m²
"Moradia Isolada T4, Mira",375.000 €,Mira - 23 de julho de 2024,306 m²
"Moradia M4 +G dupla, anexo, arrumações. Pequeno quintal",88.000 €,Santa Clara E Castelo Viegas - Hoje às 17:34,130 m²
Casa em granito com pátio e jardim nos arredores da aldeia.,63.000 €Negociável,Ervedal E Vila Franca Da Beira - Para o topo Hoje às 10:30,200 m²
Quintinha T2+1 2500 m2 Chelinho,79.900 €,Lorvão - 23 de julho de 2024,80 m²
Moradia T4 - V.N. de Poiares,62.500 €,Arrifana - 23 de julho de 2024,150 m²
Moradia T4- Pinheiro/ V.N. Poiares,125.000 €,Poiares (Santo André) - 23 de julho de 2024,190 m²
Moradia Isolada T3 V.N.POIARES,254.900 €,Arrifana - 23 de julho de 2024,169 m²
Moradia p/ Restaurar - Ervideira,46.000 €,Arrifana - 23 de julho de 2024,60 m²
Moradia Geminada T5,129.900 €,Friúmes E Paradela - 23 de julho de 2024,160 m²
Moradia Isolada T3 lousã,173.000 €,Lousã E Vilarinho - 23 de julho de 2024,117 m²
Moradia Isolada T4 Penela,310.000 €,"São Miguel, Santa Eufémia E Rabaçal - 23 de julho de 2024",178 m²
Moradia Isolada M3 VNPOIARES,141.000 €,Poiares (Santo André) - 23 de julho de 2024,102 m²
Moradia T1 Chelinho,20.000 €,Lorvão - 23 de julho de 2024,50 m²
Moradia T2 / V.N. Poiares,49.000 €,Poiares (Santo André) - 23 de julho de 2024,"59,30 m²"
Moradia Isolada T5 - Cernache,590.000 €,Cernache - 23 de julho de 2024,330 m²
Moradia Isolada T3 louredo,119.900 €,Arrifana - 23 de julho de 2024,104 m²
Moradia T3 Penacova,125.000 €,Carvalho - 23 de julho de 2024,90 m²
Quintinha em ruinas V.N.Poiares,32.500 €,Arrifana - 23 de julho de 2024,161 m²
Quinta Isolada T3 - VN Poiares,75.000 €,Poiares (Santo André) - 23 de julho de 2024,"91,50 m²"
Moradia para Restaurar T3,45.000 €,Antuzede E Vil De Matos - 23 de julho de 2024,196 m²
Moradia T4  / V.N.de Poiares,120.000 €,Arrifana - 23 de julho de 2024,130 m²
Moradia para Restaurar T3,45.000 €,Antuzede E Vil De Matos - 23 de julho de 2024,196 m²
Moradia Isolada T3,350.000 €,Almalaguês - 23 de julho de 2024,100 m²
Moradia M3 + arrumos T2 e T1,99.000 €,Souselas E Botão - 23 de julho de 2024,130 m²
Moradia M2 p/ Restaurar,28.500 €,Semide E Rio Vide - 23 de julho de 2024,124 m²
Moradia Isolada T3+1,102.500 €,São Martinho da Cortiça - 23 de julho de 2024,180 m²
"Moradia T4, Figueira da Foz",465.000 €,Buarcos - 23 de julho de 2024,268 m²
"Moradia T3+1, Figueira da Foz",296.000 €,Tavarede - 23 de julho de 2024,"178,20 m²"
"Moradia Isolada, Coimbra",450.000 €,Cernache - 23 de julho de 2024,130 m²
"Moradia Isolada T5, nova, Condeixa",499.000 €,Anobra - 23 de julho de 2024,241 m²
Moradia T5 em Santa Clara,600.000 €,Santa Clara E Castelo Viegas - 23 de julho de 2024,280 m²
"Andar Moradia T3+G, Buarcos.",330.000 €,Buarcos - 23 de julho de 2024,110 m²
"Moradia Isolada T3, Lavos.",190.000 €,Lavos - 23 de julho de 2024,81 m²
"Andar Moradia T3, Buarcos",330.000 €,Buarcos - 23 de julho de 2024,"117,63 m²"
Moradia Geminada T1+1,52.500 €,Eiras E São Paulo De Frades - 23 de julho de 2024,45 m²
"Moradia para Restaurar, Avenal",65.000 €,Anobra - 23 de julho de 2024,103 m²
Moradia para Restaurar,36.650 €,Lavegadas - 23 de julho de 2024,264 m²
"Moradia T2+1, Casal do Andrade",140.000 €,Maiorca - 23 de julho de 2024,50 m²
2 Moradias Geminada T2,79.900 €,Foz De Arouce E Casal De Ermio - 23 de julho de 2024,171 m²
Moradia ruínas c/terreno-VNPoiares,22.000 €,Arrifana - 23 de julho de 2024,75 m²
Moradia em Banda T2. Vila Verde.,80.000 €,Maiorca - 23 de julho de 2024,106 m²
Moradia c/ 2 Apart. Independentes,150.000 €,Ceira - 23 de julho de 2024,80 m²
Moradia Isolada T5 Bordalo,360.000 €,Santa Clara E Castelo Viegas - 23 de julho de 2024,190 m²
Casa em granito com pátio e jardim nos arredores da aldeia.,63.000 €Negociável,Ervedal E Vila Franca Da Beira - Para o topo Hoje às 10:30,200 m²
"Moradia M4 +G dupla, anexo, arrumações. Pequeno quintal",88.000 €,Santa Clara E Castelo Viegas - Hoje às 17:34,130 m²
"Moradia Geminada T6, Buarcos",780.000 €,Buarcos - 23 de julho de 2024,"225,50 m²"
"Moradia Geminada T2, Maiorca.",88.000 €,Maiorca - 23 de julho de 2024,"99,20 m²"
Moradia Isolada M3,450.000 €,Santo António dos Olivais - 23 de julho de 2024,300 m²
Moradia Renovada M1,70.000 €,Figueira de Lorvão - 23 de julho de 2024,65 m²
"Moradia T3 c/projeto, Vila Verde",80.000 €,Maiorca - 23 de julho de 2024,"47,67 m²"
Moradia T4 - V. N. de Poiares,215.000 €,Poiares (Santo André) - 23 de julho de 2024,"149,50 m²"
Moradia Renovada M3,130.000 €,Figueira de Lorvão - 23 de julho de 2024,140 m²
